"","name","climVar","N","pmn","sd","q05","pmd","q95","min","max","wtm","mwm","mpt","mat","opt","chc"
"1","Agrostis stolonifera","ppt",838,777.688544152745,426.846780573604,298.85,611,1598.75,101,2422,1281.910708135,804.386316867319,1348,1348,1906.90909090909,1142.43809575147
"2","Agrostis stolonifera","tmn",838,0.0387828148421346,5.96575548015591,-7.80000019073486,-1.20000004768372,8.30000019073486,-19.7999992370605,10.8000001907349,-11.4238180128002,-2.12567214988769,-19.7999992370605,-19.7999992370605,7.63636363636364,-2.8880378230793
"3","Aira caryophyllea","ppt",978,886.432515337424,380.680108464529,444.85,797,1599.75,168,2521,1346.03566440708,948.329453750717,1944,1900,1879.39393939394,1212.97511190495
"4","Aira caryophyllea","tmn",978,3.8351738201359,2.98172015074076,-1.89999997615814,4.40000009536743,7.59999990463257,-6.90000009536743,10,1.77635029335457,3.93474875536854,7.19999980926514,7.5,7.63636363636364,1.45498463404208
"5","Aira elegans","ppt",35,845.771428571429,176.109104837662,648.4,819,1194.4,591,1389,885.124049775145,829.624687356743,864,824,859.151515151515,951.856762883902
"6","Aira elegans","tmn",35,4.40857142039708,1.44413038970392,1.5700000166893,4.69999980926514,6.25999989509582,1.39999997615814,6.59999990463257,4.1051745950728,4.68992274040364,5.69999980926514,5.5,5.45454545454545,3.86194989647879
"7","Anthriscus caucalis","ppt",499,582.775551102205,217.725476819946,300,535,1033.4,94,1520,688.27258516416,558.13592714101,536,521,536.969696969697,809.012640074236
"8","Anthriscus caucalis","tmn",499,4.16533065911285,2.32817137044288,-0.330000013113021,4.40000009536743,7.81000018119812,-4.09999990463257,9.60000038146973,3.09751893469235,3.94938125006137,1.89999997615814,1.70000004768372,1.62424237800367,2.79665588863092
"9","Bromus sterilis","ppt",418,703.126794258373,376.649524067914,288.4,594.5,1494.1,158,2118,1196.80264953147,720.373102792782,2061,1988,2040.48484848485,1050.65224859293
"10","Bromus sterilis","tmn",418,3.54114832787922,3.12143983178659,-2.01499998569489,4,8.34500021934509,-9,9.89999961853027,1.48449108673824,3.34205011572203,0.300000011920929,-2,0,1.09514926264703
"11","Cerastium fontanum","ppt",68,814.294117647059,454.833939151079,323.1,680.5,1774.65,278,1966,1355.22446876346,858.105714500229,460,444,483.272727272727,1040.92814815315
"12","Cerastium fontanum","tmn",68,-0.750000004601829,5.94566193469472,-7.62999987602234,-2.5,8.73000025749207,-8.80000019073486,9.39999961853027,-12.3583447528394,-3.27596811424536,-7.5,-7.19999980926514,0,-0.0236010411287626
"13","Cerastium fontanum subsp. vulgare","ppt",215,780.944186046512,390.354172576413,357,667,1661,246,2192,1315.47062836087,769.607771506815,517,502,476.727272727273,1120.14009864665
"14","Cerastium fontanum subsp. vulgare","tmn",215,-2.08744186869887,5.30870211652291,-8.10000038146973,-3.70000004768372,7.02999997138977,-10.6000003814697,9,-8.02091195804278,-4.64773625578933,-7.90000009536743,-7.40000009536743,0,-0.833697113168374
"15","Cerastium glomeratum","ppt",1211,614.099917423615,316.15199152274,277,529,1218,90,2076,874.542018893861,580.213998009259,274,274,264.848484848485,1011.33651991083
"16","Cerastium glomeratum","tmn",1211,4.68480594897325,3.42504876780119,-1.5,4.90000009536743,9.69999980926514,-15.3999996185303,12.1000003814697,4.07760398405556,4.93674107815036,2,2,1.90909090909091,0.0663316401136967
"17","Erodium brachycarpum","ppt",540,477.577777777778,233.18633305696,266.95,394,988,190,1826,512.6535024075,411.533526638819,286,303,322.181818181818,822.116262747892
"18","Erodium brachycarpum","tmn",540,5.64981480000747,2.5878659272222,1.69500004649162,5.19999980926514,9.69999980926514,-1.60000002384186,12.6999998092651,6.6293452034081,5.91530986705,3.09999990463257,3,2.72727272727273,4.26347595077207
"19","Euphorbia peplus","ppt",607,488.741350906095,237.31716391905,260.6,460,1014,184,1959,537.776233738109,429.390049593412,253,225,214.787878787879,946.358781815258
"20","Euphorbia peplus","tmn",607,6.87495883106204,2.45794979723292,2.29999995231628,6.90000009536743,10.6000003814697,-2.79999995231628,11.3999996185303,8.31032197843044,7.61548009409988,11,11,10.9090909090909,3.44177729526144
"21","Galium parisiense","ppt",651,720.760368663594,363.023751326192,303.5,620,1429,251,1961,1019.94522323215,737.406138542498,1702,1702,1718.30303030303,1021.20409734259
"22","Galium parisiense","tmn",651,3.7181259442218,3.22861867316546,-1.44999998807907,3.70000004768372,9.44999980926514,-7.19999980926514,11.6000003814697,2.78892620765235,3.42202001698386,0.400000005960464,0.400000005960464,0.545454545454545,1.72202923453161
"23","Geranium dissectum","ppt",741,668.434547908232,302.056067096316,297,582,1214,222,2136,954.965774392568,665.148247938564,770,707,590.666666666667,972.089559643845
"24","Geranium dissectum","tmn",741,5.09419702972799,2.57444431090429,0.600000023841858,5,8.89999961853027,-6.09999990463257,10.8999996185303,4.66096616680994,5.3034761207101,8.19999980926514,8.19999980926514,8.18181818181818,3.11487596087304
"25","Hypericum perforatum","ppt",473,1119.0422832981,428.647605142937,488,1058,1887.2,288,2542,1720.81095270922,1261.0370067094,1721,1721,1718.30303030303,1307.54704859422
"26","Hypericum perforatum","tmn",473,1.22959830868698,3.81457552368158,-6.39999980926514,2,6.44000005722046,-11.8000001907349,8.89999961853027,-2.5391289205376,0.611553586906902,-2.40000009536743,-2.40000009536743,0,-1.04646268406537
"27","Hypericum perforatum subsp. perforatum","ppt",83,983.289156626506,399.794994115749,469.2,896,1634,288,2164,1406.96540805402,1066.38599476809,1807,1472,1610.90909090909,1137.72732301801
